worker_id	turker_id	num_examples	accent	gender	creak	hoarseness	muffled-ness	volume	background_noise
e03582117e0e4fea88de98f5e4a9a76c	A15DVB43XP2ROJ	64	no	man	no	no	1	2	1
1ffe35b4cbf742718c064d355b991bad	A17W4VSDK9SD33	8	yes	man	no	no	2	3	2
610b33fd69314b84bd4eedab82c3f69e	A1ZRKPQ04HU08B	8	yes	man	no	yes	1	4	1
e3046c531f1a4f00845aec921fb6c298	A3KFPUINH8E30A	3	no	woman	yes	no	2	4	1
47317d553db3431e9fe128afa5b849d9	ARL7HOWLEHNOP	264	no	woman	no	no	1	4	2
0308952526ae4bd692928c85b9f3abfb	A3KAJ085J9OR0Z	7	no	man	no	no	2	3	2
47823a67c3b04caaa3730345c80b02f9	AI521GBL3HJSC	55	yes	woman	no	no	2	3	2
691c520b4c16458d87547c0f2bd382fe	AKMQH2MGTUWO9	1	no	man	no	no	3	3	1
42342dfaa5fa4251a44cb35d8b4e6c9a	A3UUH3632AI3ZX	5	no	man	no	no	1	2	1
074ed05e84c74e438a7417794d58879f	A1RLO9LNUJIW5S	92	no	man	yes	no	2	3	2
45887d31931f4c9e8fa40b11c1634621	A3TEVNU2YYO1VH	6	yes	woman	no	no	1	3	1
24d4f6782b9f42fbbdb26b4c4e172267	A3PXCRGJZE1QC3	16	no	man	no	no	3	2	1
776646d756a04492a7e7fdb3c813f918	APPNTU0LE3T9L	236	no	woman	no	no	2	3	1
def710e2f12f4cf7878090982866cfd1	A2N5KV92OLKGZX	17	no	woman	no	yes	1	2	1
ecc27b306d594ca3b83c8124b97c44f3	A3MAQONJ6XFBRD	3	yes	woman	no	no	1	2	2
5f4e2345ef7345908d39273a5995a2af	A357NQQMDTHD49	4	no	man	no	yes	1	3	2
bba2d45371d54df59881038d3370583f	A2XPKBKZNT80U9	26	no	woman	no	no	1	4	1
c1118cb72f084669bc494b653408e84f	A3N2NKUWP5ZH7	12	no	woman	no	no	2	3	1
2fa8c4a0b8d945a1a32ca683a30f8430	A2KH641ASLS5P9	122	no	woman	no	no	1	4	3
b7c885786b3743c789a9136e2b61d021	AXEZ31YCS9PJA	20	yes	man	no	no	3	2	2
1cf9e65077224b9d9ba8d47a31a8474d	A3TKUXUTDX6FBF	5	yes	woman	no	no	2	3	2
01b6e4951b1d4913b2d4f2a4e22cec8a	A2U31P99HREKV7	234	no	man	no	no	1	3	1
b7b0b192a799413483b91e12ad12873d	A2DDWRF2Q1TJH8	10	yes	man	no	no	1	3	3
b15611f064144daeb3cb1a3ceb868adf	A1KFLCWGG1RE43	275	yes	undet	no	yes	2	3	2
920ac6c2bca14bec9edc2bbacd152a25	A2T11H7YI7QPGD	50	no	man	no	no	2	2	1
d39aace8f2b046cab2fad42144fa6107	A2YNPKYEFDZ6C9	49	no	woman	no	yes	2	2	2
bdced0151ac442bdbf837191a77f8e8b	A3AYR3H2AYYT5G	7	yes	woman	no	no	3	4	3
440d8f485cf1467c919643ab70f14f01	A0231351IOD1D394IQJC	98	yes	man	no	no	1	2	1
b486104d4e8c43f0b412e93d728324db	AMUKX1DM4ASA7	13	no	woman	no	no	1	2	1
557e647285d84eba8c6cf2af20b964fd	A2PTXQ060AH5S5	8	yes	woman	no	yes	3	1	3
dc8b1196f15d48e8bb74d58c4b5aae46	A2Z75NJBZ46RE9	7	yes	woman	no	no	1	2	1
db0e8db65b754ceda098c867a7a44cfd	AQ0YWEW29GSIJ	70	no	man	no	no	2	2	1
3f4d21c0d04c4f8eae668f38084dc99e	A2WYBSYUI8TSKL	1	no	man	no	yes	2	3	1
8e0a74486fd842fe9893363255f03aa4	A1AZV2XOQK7RSW	5	no	woman	no	no	2	3	1
0921d96327c14a7ea4d9d5da601eacc7	A38B229W1GG2XE	5	yes	man	no	yes	2	2	2
cd85b00cc9cb4618ad00bac7d459f9e3	ALGU2HM1WHCVZ	33	yes	woman	no	no	1	4	1
aa07c44a0eb0496da7c8f770a89bd259	A1XDZEODPAFC5K	9	no	woman	yes	no	1	3	1
3b5026e27a3e4e61a98c98d5ec8a9df1	A2ONKY3JGB34T3	3	no	woman	no	no	2	2	3
3fb5442b96fe4df284573f344ba726f9	A1WSFA9AZJK514	17	no	woman	yes	no	1	3	1
107d1f48cc874db3be5c2b109b8e7f74	A1YJY8G4QKPV00	339	no	man	no	no	1	4	1
5ca1202243504cc383d46a0cb3427062	A24CFAL3M6GIJ2	2	no	woman	no	no	1	2	1
4226729554b04f76be0c04589f971a98	AWIBHH87SWYM1	86	no	man	no	no	2	2	2
aec05c110be9457897342277204966d2	A2L7S6RZOZ6NM9	1	no	man	yes	no	1	4	1
3d10f55326ce454199f1d1a2ea4e8453	A1ITF1O2NFDPCP	96	no	man	no	no	3	1	2
f05881ad24e543bea138df8a40a517a2	A1O615VHE577MB	100	no	man	no	no	2	2	1
492c699ecf9249409c0111f510a0d105	A181IS1TFLFH3X	20	no	man	no	no	1	3	1
29cdecd26a474c9a867bc34f39eb828a	A1HLG5NN2I16GN	186	no	man	no	yes	1	4	1
698b343877ee41f083a4620d06446fe6	A3BP890CXV4UMN	18	yes	woman	no	yes	2	3	1
9dc222bd0cc241fb98056ac7e104b8dd	AC95JAUAM2L2Z	4	yes	woman	no	yes	1	2	1
5c9d9698f844412d9ce16fe03e0528f8	AW1QY7Q83DYCJ	16	no	man	no	no	1	3	1
19c185c0a1f2452f8fc976be9741c949	A1QDMUI51EV5TG	2	yes	man	no	no	2	2	3
7c8e7fd9c52d4cd49875ecddaae898df	A1S2V59V7NHOKQ	3	yes	woman	no	no	4	2	4
5cddf9d398214aeaa1e1903097ce8f81	AX7K5UODLEK72	350	no	man	no	no	1	2	1
4612734ce9d54721901241e33d9adea2	A2RM9M3RR67FQO	142	yes	man	no	no	3	2	2
7aa6b9b8c0cc45a885142269f43f1742	A66ZK7SJ1CGBZ	25	no	woman	no	no	1	3	1
9ad2734536b94e678e13157596a796b3	A2MUOR5H62S8OG	2	yes	man	no	no	1	2	3
efbc23a792744bddbc17d6843276632a	A3JFC6OJ13O1XR	260	no	woman	no	no	1	3	1
5719eb796087489eadf23713d38d50a6	A2DSF2U9PN448L	47	no	woman	no	no	1	3	4
f510b8bd8b824efa8706a59d484c13fd	A1VXQ7LMBTE5LF	194	no	woman	no	no	2	4	2
04750efe446f4a78a9289c44bd68c5da	AQDYPHA9UGEAL	1	no	woman	no	no	2	3	1
f6056bd7507d481db988911ca0bfd8a1	A2H90QIP05I3LU	156	yes	man	no	no	1	3	2
8a21d3d2f3df4f84923440374b5dddca	A37K57HHI0D45X	66	yes	woman	no	no	1	3	1
a5688ac3113242bfae93fa9dbc973708	A1KP6JSKQXPCSC	80	no	woman	no	yes	2	3	1
1717708c7af5468188e808a8d09b5c98	A2DDPSXH2X96RF	43	no	woman	no	no	1	3	1
cb141c02e2e343df83a95e2dda55dbd0	A2EG6HE7VGP2D6	1	yes	man	no	no	1	3	2
188a6b8bf6084fc2b4deb04b1b3e8b76	A10042UW3Q59GF	9	yes	woman	no	no	1	2	1
177d1ef2d9e04154aebc1220377cf23a	A1FKVFJO2M8R8V	6	yes	woman	no	no	2	4	1
ff3ad5cf7d014d49be1cf508ce915ba2	A3CEIF2OXTCLGN	116	yes	woman	no	no	2	2	2
3c9af6619d174b8791bb4f46de702cd7	A3332HTQYBESHD	38	yes	man	no	no	2	2	1
9154a9bc295f4c8cbc0aecb3b2932374	A344S14EBWE8L4	6	yes	man	no	no	3	4	3
969698a0aef14e8fa17471cfcad059da	A2C6OFU00UCEER	9	yes	woman	no	no	1	3	1
171f605794484af1bef0b610311c67a7	A36LH2DSKP8N7P	8	no	man	no	no	4	4	3
7f20f7284214498e92d8394800fff961	A1HSYKFPG7T2TE	63	yes	man	no	no	1	3	1
4941f0b2ee7f4dc6971a8e0fe1206fc0	A2TEWO3WJ5YKGG	250	yes	woman	no	no	3	1	1
89c74ff6a3214275945a7e132642ea20	A28QOYIO3C8WFY	2	no	woman	no	no	1	4	1
a99dca17018e4af6a6b8cb37665d2e2c	A36F8PDK1DMAN1	55	no	woman	no	no	1	2	1
89f93b21ee53490d9a2d6d83e80120b1	A1PFJ5ACN1S55A	1	no	man	no	no	3	3	1
cef0890b159147a995220a732d3622eb	AUFIJSWMX9MZI	6	yes	man	no	yes	1	3	3
49a1c370243b459cbe1fe263a2f8933a	A18NTKREASKWCT	223	yes	man	no	no	3	3	1
b5bc10001f3d42558f3133c096ebed56	A33GYW2BKVC1DY	10	yes	woman	no	no	2	4	2
ddf6d08c04c14aa8a0e4ea2efc6c1b82	A102UBN1SZ3L6R	79	no	undet	yes	yes	2	3	1
49c72c9d19f34059ab2ea00e568c7b8d	APXFQMO4UO5XQ	13	no	woman	no	no	2	4	3
04e7c9ec87b1480bad2d23dc49122948	A2Y2ZIFWWTF64J	3	no	woman	no	no	1	2	2
8685ed94a5ca467595e8e53f56db533c	A1QN8ZXC3FNB1W	145	no	man	no	no	2	2	1
70540704017c4d0d9a0f2eb3c855ec89	A4H1NYJVE7C53	58	yes	woman	no	no	2	2	3
25253721782f4152a73ae77547c07752	A1WZBD8BWMLKQK	23	yes	man	no	no	1	2	2
44103fcb65dd4a35b6de0acedf4dded7	A1CG3SMBJ1CEIQ	68	no	woman	no	no	1	3	1
fd420b4441cf45e2ae0adaad4b94c540	AGXICLE365YE6	15	no	woman	no	no	2	2	1
ef2aaf297fbe4818ab0f3059ae510f63	AI8A9G2N9JJ4S	11	no	woman	no	no	2	3	1
3375299d28ab42378e622ad3e878024c	A37MPHPHMGWFQB	123	no	undet	no	no	1	3	2
634b383334a34f1eacd37c0ea77c0188	A93HHQ9DI0201	8	yes	woman	no	no	2	2	2
5e67ad1e8c294f04a1eb997584af4ead	A2825I2XO6KZEP	111	yes	man	no	no	2	3	1
d87e4ea1a4e24844891709a2b5afc286	AE3ZQZ2Z81Z11	20	no	woman	no	no	1	2	1
de9203105cc4422a97f9832674f3c30e	A19Y8QDS9ABVD4	87	no	man	no	yes	2	2	1
7d81b26161b74aeba60eea33fab660c6	A3L5J7CICPV3FG	26	no	woman	no	no	3	4	2
7451d19ce2244e299c7d393b097aa882	AUKIQ4JR04MDJ	18	no	woman	no	no	1	3	1
7fd9e07983a1423aa9792ab68d9b614d	A30YR5TPOKQYXJ	96	no	woman	no	no	2	3	1
0420b007f1874068a46be1e336708ac2	A2H1RXUC8XNNIW	11	yes	man	no	no	1	2	4
f7f943886c4a4ad999a9148b3ce94caa	A14LO2FWSF9AJU	333	yes	woman	no	no	3	2	3
d48d673b048e434a9b09b9d937ccbf7e	A3LA5P3N3KI8U7	924	no	woman	no	no	2	2	1
6458f547649b41b8a89767921be2e0bc	A3GCVJINCZ758Y	9	yes	woman	no	no	4	1	4
71646118024b437497428452a8658b87	A3AF4X8HJQM2S6	98	no	woman	no	no	1	3	1
dc3d8860919c4c458d6bea7d92811f05	A3N9ZYQAESNFQH	16	yes	woman	no	no	2	3	1
47191067f8864f0c8fd51b5d73a11618	A1VJ83IL5JENJ8	5	no	man	yes	no	1	2	2
a9478aa8750f4fd28e4977ac62001f74	A2RB5JFDX3BSAN	19	yes	man	no	no	1	3	1
5b7e22f410fa4c40aa8e8d90945e4bc1	A3FKX13NFQZP0Q	73	no	woman	no	no	2	2	1
3bf6fddc45d74edeaa844f94a13e4b63	A3MPQ78J05KKUI	14	no	woman	no	no	1	3	1
83199631b4064a769dad75ac53bc8c61	A2EH7IQCDH2Q5D	18	no	woman	yes	no	1	2	1
c89b286514de4aa9b3d68afa3f4f588c	A3SMYV6QW36NMJ	60	yes	woman	no	no	1	3	1
bd44a568d7de4a0582f653741d17df86	A1UYRJL19Z9H85	46	yes	man	no	no	1	3	2
e1566dce92144842b14bd76029b5f4eb	AYU6628HU3FUP	44	yes	man	no	no	1	3	1
d73c525759fa4b6498bc48e1fa1659e7	AVYMEI908YXCT	46	yes	woman	no	no	1	4	1
d54e216e158647bbbcf0334f23f0ded8	A2T2C4XGKBOM5J	19	yes	man	no	no	1	3	1
c1bf7a61893e457bb6f9f1d5bd9e41a4	AURZIOKLXR4PW	23	yes	man	no	no	2	2	2
f39295b8717a410e905ff12958b6a175	A182YKPS46KE9F	8	yes	man	yes	no	1	4	1
97f249cb109345438753a610e3ba0fc8	A3RVHUY67SVXQV	1	yes	woman	no	no	1	3	1
4e72cf2b47de452ba540645654612ba4	A297WCJYDD9QBQ	1	yes	woman	no	no	2	2	3
8bd2cf42c37d46bea71e63a686a3c724	A2A7CUSHGMSB5B	4	yes	man	no	no	2	3	2
f2b8c33374f746a6b24eff4621babaa8	A3MKVZR1O3V927	1	yes	man	no	no	1	4	1
582ca4d122054d828acf8e7529ce4540	AG8WTRW8OPUZU	7	no	man	no	no	1	3	3
02ebd18bb7714397a4cf4247c9beb7d7	A1WMV8ABNV13WN	77	yes	woman	no	no	2	2	4
5cfbb05b5d6249ef910c01426d4b10e4	A6PO7JT39QQGP	46	yes	man	no	no	2	2	4
eab7d0f7d1fc43d6826d48dc97fb6fb6	A1I8AKHOIXJKJC	15	no	man	yes	no	1	4	1
b967c8054a084d78a884651b4fc9dc56	AC46AX2ODIGWD	50	no	undet	yes	no	3	2	2
fc6249d99a4742bebe2be8fb218165fe	A2UIGDOLX5RV95	76	no	woman	yes	no	1	3	1
491a07a095c4475288b6e928e147cdd3	A1CB72B51L7TKE	1	no	man	no	no	2	2	4
b761ab5a9fb44fd0866713967d84d25f	A31A4YKVSOYRVS	219	no	man	yes	no	1	4	1
e220e0498ee34a9e80f0fa76345de546	A1FDNGUVYRHE9L	50	no	woman	no	no	2	2	2
3e4c3eaccd4343399f3a395bb3c329f1	AKTWZTE57DO1U	25	yes	woman	no	no	1	3	1
a93c3a0157f841c787290155d015bdbc	A3N9GTIX3ONMF0	8	yes	woman	no	no	2	2	1
4dc0bad831cf4750b1cf4c496d64d8d3	A17Y9UW18EFVTU	1	yes	man	no	no	2	2	2
cc1cda458e0141398fdd141692dc21ec	A1P7U2ULSAE7YL	50	yes	man	no	no	1	1	1
311bbdb1da8e4ba1b03e2d46bbf8631f	A3I9CPE69O3INJ	2	yes	woman	no	yes	1	2	1
a903e960790a46248c0a0fb012695081	A2KANCG6BVWYRE	31	yes	woman	yes	yes	2	2	1
36093a933b964d77882f7191315a54aa	A2C4X2UUZFWM1G	51	no	man	yes	no	2	2	1
ec194bae8d894110b78b70bdb961cbbb	A1BLIXWAGK65TZ	43	yes	man	yes	no	1	3	1
6af9edd1a1e545969c0bceeaac1551db	A1BIOL31US5D9	50	yes	man	no	no	2	1	1
4e4c687f80c4421aaacda7a692bd2edb	A2SUBE14MAZ17P	25	yes	woman	no	yes	1	2	1
a06a0608582247f7aa7f75c1d67f2e5e	AF7GW6XC07DO0	18	no	woman	yes	no	1	3	1
a667609c22da4688a2842811b66bfc15	A4AYXBQNKPA6I	1	yes	man	no	no	1	1	1
c3274cff81eb484eab05eae81c1af5da	A1T3CZ4S4VEL39	50	no	man	no	no	1	3	1
647e50d400414313a011d17b0e0b95f6	A2X7U3Q8C24JO0	43	no	man	yes	no	1	3	1
1fc7bbe95e80439a956312fedb52a5fa	AE82NG6CMBY1K	1	no	man	yes	no	1	3	1
586951a36c3643dd97d172174f6cfeca	ANH0WIV7X66BO	1	no	woman	no	no	1	2	1
6d1dde9a8a464aab8215102d426caac0	A5N6QK76RTR7R	50	no	woman	no	no	1	2	1
471ec12b84924c1c8e34dd31ebef7820	A2TM31UYSYYGNU	50	no	man	no	no	2	2	2
4fd585e9980d4457afc1403b497d63ee	A3ODZJPMUOLZ4K	30	yes	man	yes	no	1	2	1
b3606dc90549492ea6f92f47098324e5	A2IMAGGCST8170	50	no	woman	yes	no	1	3	1
ba84bd1e34db4d1f84598ccc5a1b2cce	A1I63OL2TAXTGJ	48	yes	woman	yes	no	1	2	1
64d47dcfb2894a2388ccb1169d641f3a	A1PHXBQLFQ2BAB	6	no	man	yes	no	1	3	1
bbefeaff389e4576a878669cd71343d1	A3AJJHOAV7WIUQ	89	no	woman	yes	no	1	3	1
4c95854bf12f468788a9ed65d9cb5768	A0094659I23DX98WJN4Q	2	yes	woman	yes	no	1	3	1
0b5874d5749e4d28a537b0d87d6f8cc8	A3SBECU4QUY7HF	17	yes	woman	no	yes	2	3	2
50f2708ddb684cf39c82d37cc4e35353	A2GMPM9J1XU785	18	yes	man	no	no	1	3	1
3e7a25664d4d49d7ab553b86c2d43dc8	ARJDD0Z3R65BD	15	yes	woman	no	yes	1	3	1
bebf248ce1e9469aaa0911b578deab54	A1FSXGDIQLE2RP	49	yes	man	no	no	2	3	1
a6ce36fcc406428894e760372295dbc1	A1YSC5PYE9N88T	33	yes	woman	no	yes	2	2	2
6229fe3fe7924ed3bcf49da1d25fdbc0	A2Z3S9BRHAGD3D	14	no	woman	no	no	1	3	1
69181f7960cc4054b2919d265f8b0890	A3TTGSUBIK1YCL	7	yes	man	no	yes	1	3	1
42f60ec2c50942eea4b5aec74f7ea2e3	A2WZ71TT9AJPV	30	no	woman	yes	no	1	3	1
4d51bce6c4444a05abdf6205ec300974	A2MOKIEQZ0OF2M	2	no	man	yes	yes	1	3	1
3d17cc8ef591489499860e52de66b77b	AC9652JPTBJHU	2	no	woman	yes	no	1	3	1
00b2a90d466a40e185d2104d43e1eeb9	APV3GK8ZEXB0J	21	no	woman	no	no	1	3	1
9151b2b04b534ac88670a3252f353df1	AWVLT2L5AP873	9	no	woman	yes	yes	1	3	1
a9ffc6797350482fb99fac312e044230	A2EV4VW1L9KDB1	49	yes	man	no	no	2	3	2
c264ef9d4e904a74be2d32b8319cb784	A3L1K40H3TRTX2	9	yes	man	no	no	1	3	2
3a7223e783dc482baf90f666a63fc0e6	A2JP9IKRHNLRPI	2	no	man	no	no	1	2	1
d231d5b0901f43309a1eb3738c7af4d3	A3BBNAK32ABK8A	50	yes	man	no	no	1	3	1
05ef3fa280eb45f18845be92120da3b6	A2FJ8YQ6VHGD2L	1	yes	man	yes	no	1	3	2
b66cee2833144abb827d313662f4dfba	A317RA15E0SZ4P	1	yes	man	no	yes	1	2	2
0688c6891bf94860a727b74efa7aa471	A1K4PDK3WJKYE8	25	no	man	yes	no	1	3	1
84931269e457445f85afd9ef042be3fc	A3ABFB6W3K7UVF	11	no	man	yes	yes	3	3	2
84cd1ab4280441c29dc44d2411ad0725	AX2EWYWZM19AZ	4	yes	woman	no	no	2	3	2
b90cd3f54fa8477786af07cd944fd730	A3OZS8NGST57ME	58	yes	man	no	no	2	3	3
be145eb5e3a4412a853e063d4e2f2c92	A6T3P3SIOETHT	59	yes	man	yes	yes	3	3	2
89880161aee846c0a2b2be4bca86629d	A17RIFW8H12DAN	50	no	woman	yes	no	1	3	1
6043c5d41dd642f5a65b9fffffcdb6f0	A2SY6YZIY7NJ30	2	yes	man	yes	no	1	3	1
f125200d175d4d01a681f761ad758170	A273PAYHIAJHO7	9	yes	man	yes	no	2	3	1
5a8fe2b25449423fa7200de4cdb110c5	A20SPN4W7HT2QH	50	no	woman	yes	no	1	3	1
a3a94a89a68c4b6caf782e823c899372	A1XHSOHTQ81V4O	40	yes	man	yes	no	1	3	1
ddd7e3eba91447bfbd123e23d1cdacc4	A338ZXK723N9UH	26	yes	woman	no	no	2	3	2
f132952867ed4a348daf42bc486e4da0	A2TNQJT58H4DQ1	11	no	man	yes	no	1	3	1
07c5e3e2bce74c60b50f6c58c2d84317	A19YQU3ZZ8USPO	34	yes	woman	yes	no	1	3	1
067d7b14f4534d379e1b70b29e96ce95	A2KMT35GCOTLWP	19	yes	man	yes	no	1	3	1
a2ef5f59caed48d48e83f8ef7e5cdcc7	A1HTXEKQWZ2BIL	48	yes	woman	no	no	1	3	1
b132963fd86c48fd9a6d0470d92f64cf	A1NBW2IBFTPMLW	20	yes	man	no	no	1	2	1
89acc8212daa4986b3d6c7ee572b9028	ALXVCERP91A33	2	yes	man	no	no	1	2	2
8d674695c5cb471ca7e5b854b3cd4cc9	AQG6J76WME2D6	38	no	woman	no	no	2	1	2
f7dc900452b44b4a942970a6675bfedf	A20QMW6IGVEE03	11	yes	man	no	yes	1	2	1
5854db583f5b470e851d7da4da077c1d	A2S1Z9FGS2YCV5	50	no	woman	no	no	1	2	1
e6474433ac6b49c9b4d9f364f81fef0c	AQ5H9HKYEGCXA	22	yes	man	no	no	2	2	1
aafe42b565bc4bde9d5d2d4e5658638d	A1X3G033DSTPDY	3	yes	woman	no	no	1	2	2
0684e4ed53bb449284ef6dae9f5f836e	A1U2AM6I6KTEF5	36	yes	man	yes	no	1	3	1
9caf06c5ee0047148616b7f5920141b7	A3T8LCFG38MSAV	19	yes	man	no	no	3	2	1
4bfb27283ed94712bb2288a568ad0679	A1H41FXO90HW7T	5	yes	man	no	no	2	2	1
ea2100ea330c471fb47e669966ddb421	AL8KR5GQCWSVO	4	no	woman	no	no	1	3	1
aab0f66c88904a71bb64a9fdef080b7e	AMEO4HBYM9LDY	50	yes	woman	no	no	1	2	1
d4589d5c66ac489fbd72e2d0529aaeda	A12DXWDNOBY503	43	no	man	yes	no	1	3	1
9c92c4dd4e264e09b11eee080d6db4bc	AK3D3IW6A2UDE	49	no	woman	no	no	2	2	1
150add56f5cb43189633ae8ee9226f4d	ACANMPNHBVH8Y	1	yes	woman	no	no	1	3	1
8363fb0e62a049a491a302bcdb9e7f2d	ATEKJ6V4PZHPI	110	yes	man	no	no	2	2	1
11ffe400b4914bf79736b6c29c0b232a	AV6C736XAEG67	1	no	woman	no	no	2	3	1
733e673cc3294adfa626bd16ed3267ae	A38DC3BG1ZCVZ2	50	no	woman	no	no	1	3	1
8934be955c2a481eb35b43a71407513c	AG7G6ZGG73JP7	50	no	woman	no	no	1	2	1
917a2cd3fb0a4afc9ef4ae601e6a60de	AS5BWWAMX2SU9	11	no	woman	no	no	1	3	1
3070e6885005439ebe5808c213576d3d	A1DMXEJGJY02E1	29	no	woman	yes	no	1	2	1
25f377f7801e48558a4605676eb01025	AF6HSSWMDGU7O	22	no	woman	yes	no	1	3	1
4a337fb9a0074ed284968aca6b4df3c5	A2XDP4XZ4W9P7W	12	yes	man	yes	no	1	2	1
476e287b3790455389bb10ab43881d06	A15IJ20C3R4HUO	16	yes	woman	no	yes	2	2	1
a0a632a4c4a34771ad886a8551029291	A1Q04VG45LCARW	50	yes	man	no	yes	2	2	1
96d610e8d1804f13921b0847e6fd6ee8	A19317A3X87NVM	50	no	man	no	no	2	4	1
a9462b74e8244322b606eedd9b28d835	A3A37O8LQDP6ZQ	42	yes	man	yes	no	2	1	1
6a57ff2547d1440d84c4b9edccf876ee	AUNX1G4IZUO2	3	yes	man	no	no	1	3	1
7114d1587ed34630a3c0c96ea67e6661	AX10VJDUTF7GA	2	yes	woman	no	no	2	2	2
d20348042ecd4b17bf19a9ce3eee7c8c	AB2LO21VHRTV0	112	no	man	yes	no	1	3	1
a672596e347c4946b16296be3d989476	A13MC3S9RRWS5W	36	yes	man	no	no	2	3	1
abc4ff2e509e46ecb1bce348605d5462	A1Y52NKE60FHUA	10	yes	man	no	no	1	2	1
89405030d25a41a08b3b296c54632458	A29XS7BVEGIBNE	8	yes	man	no	no	1	2	1
f51965abe1044307a50987b88cf8d9e7	A3CKTW6VXFXGBQ	1	no	man	no	no	1	3	1
1c8291cbc0da486c8767dbae78658e88	AMA4SXSYNC35I	28	no	man	no	yes	2	3	1
aaa693c2c81d4698a9f05432177cc14f	A1Q80Y8GQCLM8X	46	yes	woman	no	no	1	3	1
d98374929c4a4834b90c8f46841d0735	AYSTMCRE2AE7T	1	yes	man	no	no	1	1	1
58658c6371114ae28589dec0bfd3a110	A3LEORBLIO6127	5	yes	woman	no	no	1	3	1
d6a9e053b5d445879e92fe6930666f35	A1HJCOUAL80X3X	6	yes	woman	no	no	1	3	1
6d4f3ddedc2b46c1b87506e21daef673	A1CHPRSW045A26	7	yes	man	no	no	2	1	1
2039b1d55c5b4e79a299e797dc841abe	A3ILCJOY7RIMLO	48	yes	woman	no	no	3	3	1
bab8836e3b634bfd94d0c98d1d667fe7	A1FNXSAI2PJ024	19	no	woman	no	no	1	3	1
5a0c40971d484526a702a6f17546ca16	A3JJNJWNOKRZF2	50	no	woman	no	no	1	2	1
9027da6b05644e6481d1136379742c22	A1QOMPW4Z3AJRT	10	yes	man	no	no	2	2	1
8ee808431f7142cc86ab0fde3339a862	A138X2PVEE4B6R	142	no	woman	no	no	1	3	1
8311d2e51c0341a2bfc2ef466fe0b2f4	A2EI4EV6GQ9CMK	1	yes	man	no	no	1	2	1
