worker_id	turker_id	num_examples	accent	gender	creak	hoarseness	muffled-ness	volume	background_noise
3fc9af8d4d1c4811b25c283d54ba4f64	A3JN9PHM83VP1V	5	no	man	no	no	1	3	1
ae62cabbdfa441d5a6dd13c049424954	AFASY2VX8PADR	29	yes	woman	no	no	1	2	2
dd3c11f19bde45858956b902e84bbe4f	A2AA0GM76ENV5C	2	yes	man	no	yes	1	3	1
c1aab417ef184ee8996975fccd37ffbf	A2JBJFPFG38X9C	24	yes	man	no	no	2	3	1
47c69013b83c4b20919d8a74683f7985	A2MKIXI9X3HJF4	50	no	man	yes	no	1	3	1
9459def1807e4ef08c163b017c7cb834	ASCFRG2I3YT8Z	31	no	man	yes	no	1	4	1
c9ced9ae2c3b48e2a2f5d190e3a91b7a	A2GIT09BQEUM9M	48	no	woman	no	yes	2	3	1
0803e6b7b2c649c1bd7f4aebad885091	A4GDTYKFJ4AXA	4	yes	man	no	yes	1	2	1
834e62defb884a7993762d9c359f6f23	A2VPHDKX329A8I	50	no	woman	no	no	1	3	1
ff7761318c9241bc830ecb8a3a40ed59	A1POAW2RQBTBXB	1	no	woman	no	no	1	2	1
03168b45108641d1a12e23c6d7ac31af	A1NW6Q6P3NBHWE	1	yes	man	no	no	1	1	2
0d85264f540747e0ab5447479e8de115	A2NG35BJCN0PP1	49	no	man	no	no	1	3	1
312da483d2eb46d2b0e2b63fd5752aa7	AIAYB87R80OKV	4	yes	man	yes	yes	1	3	1
44bff8bcf3654c8792922d4f2d68e425	A2HHA9EDBXOU7P	13	yes	man	no	no	1	1	2
30c01a6c416c44968d17b369502d7351	AMAI0HX8TMQFE	50	yes	man	yes	no	1	3	1
f60b6a6681164b6a8cf97d373a7843c2	A2HUJDDGBAAV22	50	no	man	no	no	1	4	1
cdfd4577bba04224b0c52b2dde3afdb0	A30E6BRW46XJJB	9	no	man	yes	no	1	4	1
a747fd0495be4c7f9a95ba065f1a4def	A21VFGQ9NQ1SY7	66	yes	man	yes	no	1	4	1
216536d6269e4e349f84bc2868bc1b86	A1JD5RHEMBIZ21	9	yes	man	yes	no	1	3	1
e81abe54105f4239b8d9c1b951b59013	A23EZQCJD01EEW	13	yes	man	no	no	3	1	1
2c2b1a3aacd2443199dfa9d19c62ef98	A2U45Y0OV3P7D8	48	yes	man	no	no	1	3	1
55fe32f5eda94ad19c0c2de109961f04	A2HOUSKURBF8UA	49	yes	man	yes	no	1	3	1
42f24f96f31d4aeaa18d3a2584912f83	A5EGM6UX4GGUC	30	no	man	no	yes	1	4	1
649643490a994b1e9bbf459c0173d753	A1PDBRYBFMMFNY	3	yes	man	yes	no	1	2	1
cbad946cd4f2472a9f169e89696bb7ee	A1G94QON7A9K0N	50	no	woman	no	yes	1	2	1
b6b98d718d88489ab47c316fe9758ea1	AQ30BV0EZ50U6	10	yes	woman	no	no	1	1	1
d15166cf58c64e938f4e74b575703d5a	AG7HIGV4SPMXP	50	no	woman	no	no	1	3	1
e86bdf0cefb7428fb4d6f54533033d39	A2JORQ9GMDUHQH	50	no	woman	no	no	2	3	1
97ab2778c6454d089cc3b826b325b5c0	AHPA5FJ5EWCG7	3	yes	woman	no	no	1	3	1
68750cce67c1488790359268313fb7b9	AL2BMIILKARUN	1	yes	man	no	no	1	3	2
325bcf1619354d90985c9f66cf0d72bb	A270TXBP44V5KQ	41	yes	man	yes	no	1	3	1
d86ab187ad854f73a3b148021e4b6a13	A1NF6PELRKACS9	50	no	woman	no	no	1	3	1
cc117dd2c0444c67ab37a0a9610870d4	AIKNCEAS3V2KD	13	no	man	yes	no	1	3	1
bac7678ce28644d38bb7c625f934a6cc	AT9GGTR1B8A66	27	yes	man	no	no	1	3	1
5acca48afb044a29887c2f6bdde048be	A37GQDZ9JFQD0E	23	no	woman	no	no	1	3	1
9425ccecf96c441bb31e5539b2bb7d65	AJZEXCH1TSUE1	13	no	man	yes	no	1	2	1
065d94e6c62c469da5c30a238c2dbbca	A3JSEEGHHD26EH	2	yes	woman	no	no	1	1	1
4efe27b573ad47258b60508b4d161245	AR8O1107OAW4V	40	no	man	yes	no	2	2	1
798b5d11217241b2b304f70e9c7614e6	A2IJAMGX3DBA8J	1	yes	woman	no	no	2	2	1
d1f11ef4f7324350a396b2ce21230b18	A3696JXTRKL2FI	10	yes	man	no	yes	1	3	1
06a1850870494356a6d57200c0049f51	A1PZ6FQ0WT3ROZ	50	yes	man	yes	no	1	3	1
3e0cf8a74c0346c7b59bdfdf62bfcb16	A2CNGOA3MTEDX	114	yes	woman	no	no	2	2	3
163ed6a5f23640ab879fa3cf47fbc7f3	A6717SDXOR1OP	9	yes	woman	yes	no	2	3	1
30d5e96355624d07afd8e2d9691bb4b4	A3S3C3QA7VT0X1	1	yes	man	yes	no	3	2	1
f265ca3fbb374287ac221992d653851f	AV5TLLCULVF0P	3	yes	woman	no	no	1	3	1
b6cd26a915f048ca8213ac37aae6d40d	A2WFS788RM2HA6	1	yes	man	yes	no	1	3	1
2c2ae12e88b64b31854c313904354c5a	A1ZDR2UN7M92LI	56	no	man	no	no	1	3	1
c006d1e236e8464fa2b6ca97921e7c35	A383IEVAG75ENM	2	yes	man	no	no	2	2	1
d730bc136b1043e6bd92d1c1cad00876	A213CXVKLVCA43	48	yes	woman	no	no	2	2	1
148da914c9af4fd6b8024c959117fa98	A1JPCC3YC36VE7	45	yes	man	yes	no	1	2	1
620bfe7c60fe43029ce612de0d8f3f2d	A2NA20T7EWX6VV	49	no	woman	no	no	1	3	1
8d2746ef97a844989226e866e0548a54	A3LG5VYLSXRDZ7	10	yes	man	no	no	3	2	1
dc1ed75010794276b5520fff8d196cc2	ABLG2S0Z694CW	45	yes	man	no	no	1	3	1
386105ef21c24c93a44aaf5a0c658d29	ALWC0088GCMJL	39	yes	woman	no	no	1	2	1
c250e16b76c4438685e2f0309277edee	A2ECHY8E6SX7KP	45	yes	woman	no	no	3	2	1
4ed231e933424391a9bd2b5c5c26acf5	A5T7BDVUNWXM2	13	no	woman	no	no	1	3	1
49f332bca3374342b1b56794e30eccf0	A2880Y23V0UITQ	1	no	woman	no	no	1	3	1
4ef3a17c6ecf4786aa35b22acc8f54fc	AJ1MFJ2BULOVS	50	yes	man	no	no	1	3	1
f41b2d5a0f7a4d61b83c621c4fd6a6ce	ACBOCLN43RVAS	11	yes	man	no	no	2	3	1
6e81c08065254f57bae63bd2a93c59d0	A3JT2I4GGKDYPE	3	yes	man	no	no	1	3	1
2c78315581ac42b38d85e83732da3af9	A2YVNFE5J43ZPE	34	yes	woman	no	no	1	2	1
2fc5f325cdd94609be862edcdaed1535	A13XNZBCRSEGGY	6	no	woman	no	no	1	4	1
32eadcdcef394ffaa7614d0442585cff	A351YP71YFEJ07	49	yes	man	no	no	2	3	1
f69fe7aa094944cbb17f1367e8e4181e	AZD96MXLL4LEW	92	yes	woman	no	no	1	2	1
b66fe86a6b5143d38977b0ccb3ab45cb	A1F5XETA0EUTEW	7	yes	woman	no	no	1	4	1
873acc2ae44e4bebb5bc93265e0b92ec	A1J6B5XUULEITY	50	yes	man	no	no	2	3	1
ecb8d82d92f4443faf8f279458d51b6b	A2ZLJQWCM8KU36	5	no	man	yes	no	1	3	1
80793b34bb634fec8da5e2214ddeb1c6	AGI05B1ZHOG3L	7	yes	woman	no	no	1	3	1
330ce473e13845f2b88818ea387ad2ea	A3DS9DP2JE8I4Z	17	yes	woman	no	no	1	3	1
8e83f2bfe9d34c4fac8c68827f12e468	A3FYUQIIFHDTGT	25	yes	man	no	no	2	2	2
675d14a2f4564f5ba787d8945491a347	A2LKCAPQVUTHVY	38	yes	man	yes	no	1	3	1
ae16b6fc38e74ed791e776a00f928c1d	A1AZU9E0U16J6B	8	no	man	no	no	1	3	1
154462b957584a28b0fdc736b0c51913	A3RBCGB309WPOC	2	yes	man	no	no	2	3	1
5f0ef3ea123d4a7d81ec3a7409800168	AZJYLX4T2W3NL	53	yes	man	no	no	1	3	1
a343f9decc6a4da6a49c0a85a3ecad38	A157LV5C7C5B1U	11	yes	man	no	no	1	3	1
b74edfee87724bb3b77bcaaa86bd86e5	AB5N25TN92NC4	47	yes	man	no	no	1	2	1
692a896296f14b078ccb632f0f48a657	A56XBHPHI0SBB	50	no	man	no	no	1	2	2
bec1fede9da5494ab23d3f99db0a97e5	AVNP1F3CADQRW	50	no	man	no	no	1	3	1
880ddf15eb6e4973ae5440c56b3b30ce	A133QG754CGS3I	5	no	man	no	no	1	3	1
4cf03ba519ee4bcab7f471ea95a1020f	AKH0WFAUBUKUS	26	yes	man	no	no	1	3	1
a3f607f903b343d68332c585dded3642	A2N0RWR3JTVBM0	4	no	woman	no	no	1	3	2
852e0f9f215c45a59a681cc669716d1b	ARWOQI7P5W6VO	1	no	woman	no	no	1	2	1
02a1f5dd753443be87325f23e2d9763e	A21OHMUNW8ZWB8	16	yes	woman	no	no	1	3	1
d271872a65ab49afb4bc7a40b9324acf	A152S7LOEE5B38	10	yes	man	no	no	1	2	1
5e050e6f113748c8a173f8af418e9fb3	A1WD0DK58AKBVE	7	yes	woman	no	no	1	3	2
fa93fc2c840d4d68bd574931d22bd8d3	A3K82VQX10R4E4	12	yes	man	no	no	1	2	1
97848d0218f34973a2c31e2c674753c5	APUB3MEOMP28M	11	no	woman	no	no	1	3	1
63f9e86f3d76440392e8df91c30fae3c	AK21UZISRI0ZB	1	no	woman	no	no	1	3	1
2c9b2cb284f340c18903daa64d8ddb2e	A3NLUAVVZX2RKU	1	yes	woman	no	no	1	3	1
90733e488e624c0eb966c4574473a45b	A3U83F8ILNMT	6	yes	man	no	no	1	3	1
